rafter_p. grosjean_s. 1
rios_m. escude_n. 1
rusedski_g. black_b. 1
sampras_p. vinciguerra_a. 1
agassi_a. rafter_p. 1
ferreira_w. hrbaty_d. 1
gambill_j.m. philippoussis_m. 1
henman_t. rios_m. 1
hewitt_l. kafelnikov_y. 1
kuerten_g. pozzi_g. 1
lapentti_n. enqvist_t. 1
sampras_p. rusedski_g. 1
agassi_a. henman_t. 1
hewitt_l. gambill_j.m. 1
kuerten_g. ferreira_w. 1
sampras_p. lapentti_n. 1
kuerten_g. agassi_a. 1
sampras_p. hewitt_l. 1
sampras_p. kuerten_g. 1
agassi_a. malisse_x. 1
alonso_j. kim_k. 1
chang_m. sanguinetti_d. 1
goldstein_p. harper-griffith_l. 1
huet_s. russell_m. 1
ilie_a. zib_t. 1
koubek_s. browne_f. 1
larsson_m. ruud_c. 1
massu_n. sekulov_j. 1
sargsian_s. taino_e. 1
stoltenberg_j. jonsson_f. 1
tabara_m. gustafsson_m. 1
tarango_j. sa_a. 1
vanek_j. gimelstob_j. 1
woodbridge_t. agenor_r. 1
woodruff_c. stoliarov_a. 1
chang_m. alonso_j. 1
ilie_a. huet_s. 1
koubek_s. goldstein_p. 1
massu_n. sargsian_s. 1
stoltenberg_j. larsson_m. 1
tarango_j. tabara_m. 1
vanek_j. agassi_a. 1
woodruff_c. woodbridge_t. 1
chang_m. woodruff_c. 1
ilie_a. koubek_s. 1
stoltenberg_j. massu_n. 1
tarango_j. vanek_j. 1
ilie_a. chang_m. 1
stoltenberg_j. tarango_j. 1
ilie_a. stoltenberg_j. 1
alami_k. behrend_t. 1
arazi_h. dupuis_a. 1
bruguera_s. rosset_m. 1
coutelot_n. diaz_j. 1
di_pasquale_a. el_aarej_m. 1
el_aynaoui_y. portas_a. 1
grosjean_s. pozzi_g. 1
gumy_h. martin_a. 1
lopez-moron_a. manta_l. 1
puerta_m. hantschk_m. 1
